mid,title
374835,艺坛照妖镜之96应召名册
374991,Naughty Couple
374993,龙兄虎弟
372283,从天儿降
372745,十七岁 / 5 yue yi hao
374997,"Thank You, Sir"
375447,爱·有明天
375449,黑白珠
375562,昨夜之灯
376042,"Katanas, yakuzas y cintas de video"
376164,今年湖畔会很冷
376168,芳草碧连天
376223,Tong tian pai dang
376277,国父孙
376485,不一样的爱
376549,The Strange House
377116,吸我一个吻
377232,情色
373196,恶棍天使
373200,唐人街探案
377447,铁道飞虎
377517,Red Top
378014,飞越阴阳界
378031,血溅归乡路
378065,杀手
378884,The New Option: The Syndicate
378885,The New Option: The Revenge
378887,The New Option: Puppet Hon
378889,The New Option: The Final Showdown
378892,The New Option: Gold Rush
378893,The New Option: The Campaign
378894,The New Option: Confrontation
378896,The New Option: Saviour
378897,The New Option: Run and Shoot
378913,X-Cop Girls
379027,活该你单身
379090,Modern Detective
379149,The Foreigner
379252,Keep On Dancing
379526,冬恋
379599,鬼上身
379685,林投姐
380007,一切都好
373922,三人行
374385,落跑吧爱情
377007,非法操作
377859,花街柳巷
378462,鸭王2
380104,Bloody Destiny
380679,聚散两依依
380819,Seung Lung Chut Hoi
381552,Devoted To You
381734,心跳时刻
381890,美人鱼
381902,西游记之孙悟空三打白骨精
381993,烟雨
382563,龙在哪里？
382569,奔爱
382572,罗曼蒂克消亡史
380762,树大招风
380948,一念天堂
382635,Dong Jing shen pan
382816,候鸟之爱
381002,赌城风云III
383069,Memento
383785,功夫瑜伽
383827,花心野玫瑰
384145,Sat yip wong dai
384163,秋霞
384168,第二道彩虹
384209,我是你的野蛮女友
384296,欢喜冤家
384337,忌廉沟鲜奶
384521,Untitled Cloverfield Movie
384617,人鬼一家亲
384689,Bu dao de de li wu
384758,中国女兵
384766,上身
385027,横财三千万
385748,Gu Ning Tou Da Zhan
385958,独臂神尼
386349,Let's Have a Baby
386352,Sam sap chue lam
386525,"财子, 名花, 星妈"
386528,Feng hua xue yue
386535,The Hand
386624,Du wang da pian ju
386685,Zhuo shu ji
386702,用爱捉伊人
386983,神偷妙探手多多
387047,小姨怀春
387057,大追击
387409,Big波诱感
387476,Yiu yan kuang liu
387505,孤恋花
387543,Wong dai jaa fung lau
387544,Ching mai heung gong
387578,五月樱唇
387592,Early Man
387686,生命快车
387702,冲破黑漩涡
387747,千面大盗
387749,连琐
387755,新陈三五娘
387756,艳阳天
387758,慾海情魔
387932,Jin pu sa
387934,Hun duan nai he tian
387935,野姑娘
387937,宋宫秘史
387949,极限挑战之皇家宝藏
386235,再见，在也不见
388423,Shan ge lian
388493,Xie shou yin
388496,乔太守乱点鸳鸯谱
388506,红楼梦
389201,大话西游 3
389303,Yun cai zhi li xing
387480,樱桃
388403,火锅英雄
389343,审死官翻案
389495,聊斋艳奇之月宫宝盒
389519,灯塔下的恋人
390286,不文小丈夫
390733,马路英雄II非法赛车
390998,阴阳界
391355,Qi du xian feng
391523,Tian shan yu nu jian
392187,结婚那件事之后
392679,Ku Er Liu Lang Ji
393818,网络时代的爱情
393834,Goldstone
394495,刑警兄弟
394787,不文小丈夫之银座嬉春
395181,Beijing Meets Seattle II: Book of Love
395575,She wang zi
395694,Shorinji Kempo: Musashi Hong Kong ni arawaru
395881,Pu jing da jie an
395896,寒山尸变
395999,Ha Lin Hang Dong
396031,鬼胎
396065,梦想合伙人
396192,穿梭阴阳界
396276,Pi Li Bao Zuo
396450,唯我独尊
396503,报告典狱长
396520,慾火焚琴
396949,Zhen bai she zhuan
397014,冰河追凶
391477,选老顶
394051,魔宫魅影
394856,消失爱人
394998,不速之客
397061,Wei xian ren wu
397152,龙形虎步千里追
397363,Sei Miu Gaam Yuk
397679,To Spy with Love!!
398018,Zhi Zun Sha Shou
398021,Hei Bang Zhan Qiang
398192,Mao pai da zei
398551,负心的人
398655,Strange Battle
398792,Lost in the Pacific
398796,Tao xue ying xiong zhuan
398987,我的兄弟姐妹
399013,Ye ye ban fei jiao
399050,Xing hua kai
399069,Saang Gong Sueng Lung
399084,Tong dang zhi jie tou ba wang
399100,Lei tai
399101,霹雳情
399182,猛鬼屠房
399186,Dip Huet Bin Yuen
399295,The Tattooed Dragon
399300,超级保镖
399551,La shou xiao xiong
399566,Godzilla vs. Kong
400069,Saai Feng
400311,Let's Go Slam Dunk
400327,Xian sha lu
400384,恶人谷
400385,Night Peacock
400439,Jiang hu qi bing
400759,过江
400820,Shan Gou 1999
400907,Da Shanghai 1937
401081,Tu ying dang an
401085,Kai ma m yik jo
401191,发达先生
401195,舞台姊妹
401319,雨夜天魔
401321,Lian ai de tian kong
401430,Mang jian xue di zi
401457,Xian sheng gui xing
401670,Xin nan huan nu ai
401678,Gang du zui hou yi ge bao biao
401706,秋天日记
401711,Hua xin meng li ren
401712,Xi huan de gu shi
401737,再见王老五
401763,Huan le shen xian wo
401786,Xue Dou
401788,Du hao
401794,逃学外传
401796,92 ying zhao nulang
401798,The Kid from the Big Apple
401924,Zhi shi huo tui
401926,Di xia cai jue
401929,Liang ge du li bao zhuang de nu ren
400604,大尾鲈鳗2
400840,Good Take!
401666,Xiang Gang lun xian
401934,小男人周记2错在新宿
402057,Tian ci liang yuan
402059,Fat jung ching
402063,Ji wu cang jiao
402088,Zhui nu zi
402213,Dan shen gui zu
402216,Shen yong shuang mei mai
402218,打工狂想曲
402349,Lao po ni hao ye
402351,"Biu je, nei fan ye!"
402353,Wu San Gui yu Chen Yuan Yuan
402382,曝光人物
402493,Cao mang ying xiong
402504,Huang feng wei hou zhen
402506,Huang Fei Hong dui Huang Fei Hong
402509,悭钱家族
402548,Ci Yun Shan shi san tai bao
402611,人海孤鸿
402620,Tou qing xian sheng
402626,Cho hang ling fan
402702,何方神圣
402711,Qiu ai fan dou xing
402775,Do wong
402805,Fatal Invitation
402826,杀机重重
402832,Mu yu nu
402842,Jiu ming xuan yan
403019,Huo hu die
403021,好女十八嫁
403022,爱的种籽
403023,The Meaning of Life
403114,Window Horses
403148,Jiu yue chu jiu: Xin niang tan
403151,Lan Gui Fang 7 gong zhu
403156,辣妹天使
403164,Bright Future
403309,Dragon Girls !  Les amazones de la pop culture asiatique
403425,Pan ni qing yuan
403427,Mao xian you xi
403430,Tau mung
403580,大唐玄奘
403645,Yin yang lu 7: Zhuang dao zheng
402505,Sentence Me Guilty
403032,楼下的房客
403646,Yin yeung lo 8: Goon choi zai
403647,Yin yang lu jiu zhi ming zhuan qian qun
403652,Yin yang lu shi yi liao gui tiao ming
403657,Yin yang lu shi liu zhi hui dao wu xia shi dai
403675,Yin yang lu shi qi zhi jian fang you gui
403678,Yin yang lu shi ba zhi Gui shang shen
403679,Yin yang lu shi jiu zhi Wo dui yan jian dao ye
403741,Chong ji 21
403781,Liao zhai zhi yi
403786,Tam tam ching suet suet sing
403866,The Vampire Combat
403905,Fan lao hai tong
403907,Si qian jin
403931,旗正飘飘
403934,Tianwài tian xiaozi
403985,Hao qing gai tian
404033,Fu gui ji xiang
404036,夺宝计上计
404037,Kai xin shuang xiang pao
404265,Wen na yu jiao shu
404272,Zai jian ma mi
404274,欢乐5人组
404297,Kuai le tian shi
404298,一屋两妻
404299,Fung lau ga chuk
404300,开心快活人
404304,Sam yan jo sai gai
404334,Huo bao da quan zi
404336,Yan jiang
404359,Laam seung lui gwong
404369,家在香港
404371,发达秘笈
404380,Wo yuan yi
404405,带你嫖韩日
404481,Zui mao shi fu
404526,Gui ma gu ye zi
404572,九龙皇后
404669,Man Yuk: A Portrait of Maggie Cheung
404900,Chao ji wu di zhui nu zai 2 zhi gou zai xiong xin
404904,Ting bu liao de ai
405414,鬼计双雄
405597,Si yan zai
405610,Duo qing zhong
405647,报告班长3
406113,少爷威威
406250,Gwai ma hau yuen
406429,封神传奇
406603,Shu Qi - Tender Feeling
406898,半妖乳娘
407039,老夫子三救傻仔明
407189,Huan chang
407317,Chang tui jie jie
407400,舞台姊妹
407404,不文骚
407408,Ti xiao yin yuan shang ji
407409,Ti xiao yin yuan xia ji
407410,两公婆八条心
407412,Hiu sam seung oi
407458,龙咁威
407462,Tian mi shi liu sui
407516,Liang xiao hua nong yue
407526,Shuai gui qiao qiang jiao
407530,Piao cuo can
407636,大兵金宝
407663,花心三剑侠
407664,飞跃羚羊
407781,Xin dong
407793,Wo ai Tang Ren Jie
407795,奇异旅程之真心爱生命
407805,何必有我?
407810,色慾与纯情
408127,Zhui gan pao tiao peng
408210,打开我天空
408321,刮痧
408430,搏击奇缘
409160,iGirl
407637,Huo wu yao yang
409182,郑秀文 Show Mi 2007 演唱会
409289,我最好朋友的婚礼
409478,Lam Gong juen ji fan fei jo fung wan
409489,Yì du mí jú
410578,同居关系
410594,Tuo cuo che
410894,冒牌皇帝
410897,警察扒手两家亲
410938,名剑天骄
410979,Bai fen bai gan jue 2
410992,富贵兵团
411005,一路顺风
411052,暗色天堂
411057,海鸥飞处
411214,Yu mei ren
411222,Jian nan te jing
411268,使徒行者
411432,执法者
411434,蜜月酒店杀人事件
411438,古惑夕阳红
411443,Bian tai sha ren kuang
411694,富贵黄金屋
411815,Dao shou
411817,Ngoi ngei ngoi do saat sei ngei
411907,Hangzhou wang ye
412052,天作之盒
412058,水浒笑传
411603,东邪西毒：终极版
412166,六人晚餐
412180,Yi ben man hua chuang tian ya II miao xiang tian ka
412289,东追西赶跑跳碰
412303,妈妈要我嫁
412305,怪侠一枝梅
412405,Mei you xiao liao de tian kong
412891,七步干戈
412986,我的爱
413129,少林活宝贝
413177,拍拖更
413197,贩卖人口
413198,Ngai sing
413213,风从那里来
413269,忘忧草
413341,我是一沙鸥
413475,暴力刑警
413658,勇士之门
413745,天亮之前
413838,一念无明
414216,疯女泪
414517,Combat Sheep
414518,往事只能回味
414688,报告班长
414697,Shanghai Dawn
414752,全力反弹
415214,Mei Gong He Xing Dong
415481,卖命边缘
415569,忍
415634,追凶者也
415636,从你的全世界路过
415042,广东五虎之铁拳无敌孙中山
415364,给野兽献花
415391,JACKY CHEUNG WORLD TOUR 07 HK
415774,补镬英雄
415776,失业生
415839,The Lost Kung Fu Secrets
415965,Jackie Chan - Invincible Fighter
416066,连环炮
416073,Official Exterminator 4: Goddess Mission
416310,异乡梦
416311,秋歌
417321,The Master: A Lego Ninjago Short
417386,男极探射灯
417770,My War
418032,Till Death Do Us Part
418091,爱的小屋
418167,我的蛋男情人
418502,浪蝶狂花
419242,幸运是我
420296,???????
420465,Ten Thousand Waves
420538,Mrs K
420635,美好的意外
420644,欧洲攻略
420961,情陷掌门人
416240,S 风暴
416249,寒战 II
419544,偷天特务
420991,应召女郎
421812,顽皮侦探三游龙
421834,王牌
421866,Mao bian
422239,少女心
422372,瓦鬼还魂
422374,奇人奇遇
422436,侠大战独臂侠
422443,冲天
422531,麦兜·饭宝奇兵
422539,珠海三雄
422653,两个歌王
422657,歌唱新夜吊白芙蓉
422785,一曲凤求凰
423116,光绪王夜祭珍妃
423125,导火新闻线
423142,Horrible Mansion in Wild Village
423154,黄金岛历险记
423512,情劫
423526,我系老夫子
423701,Mu lu tian shi
423789,Moh ying
423865,碧云天
423879,雷霆特警
424254,Gui gan chuan
424479,浪花
424778,Pi li sha shou
425009,蓝色酒店
425258,浪子与修女
425743,The First Emperor
425755,Invisible Killer
425844,新忠烈图
425848,Forever and Ever
425852,What Is a Good Teacher
425985,Half Twin
426108,春归何处
426234,慧眼识英雄
426407,偷心贼
426454,窄梯
426550,三笑姻缘
426646,Fei dao you jian fei dao
426806,传奇人物
426967,Ｑ畸恋人
427247,爱情长跑
427276,空中小姐
427286,喝采
427288,魔幻赌船
427295,Saai sau joi pau fan
427299,Tiankong xiaoshuo
427358,老爷酒店
427371,沙滩上的月亮
427381,Shao Lin sha jie
427456,老夫子奇趣录
427744,明日天涯
427882,Lemon
427883,3条友饮醉走
427963,台北爱情故事
427972,冬之祭
427986,大地亲情
428045,Journey to China: The Iron Mask Mystery
428123,Jeet Kune Do
428246,说谎的人
428334,偶然
428387,娶错老婆投错胎
428865,情敌蜜月
428955,金盏花
429532,慾燄浓情
429592,江湖第一剑
429670,杀夫游戏
429997,Die Xie Cheng Shi
430152,Ken San
430769,不怕贼惦记
431041,Love is Over
431579,失恋日
431591,We're Going on a Bear Hunt
431952,珠光宝气
432531,金国民
432532,师奶唔易做
432881,Ding Yi Shan
433172,Adventures of Emperor Chien Lung
433211,Qian Long xia Yangzhou
433243,Yuan yin
433311,裸尸痕
433395,Nu hai qing chou
433563,辞郎洲
433819,Beyond Redemption
433845,独霸天下
434221,妖猫传
434544,靓足100分
434942,健忘村
435064,反转人生
435085,法外情
435159,痴情泪
435176,An dou
435184,极东黒社会
435236,山东老娘
435305,乾隆皇奇遇记
435444,同居
435621,三度诱惑
435656,军阀趣史
435800,西游伏妖篇
435863,大闹天竺
436047,我是谁2015
436335,Huang se gu shi
436443,Dong lian
436774,盲女奇缘
436776,跟我的前妻谈恋爱
437037,四傻害羞
437216,那年夏天你去了哪里
437255,我要发达
437263,情人，看刀
437266,一片深情
437543,西游记·女儿国
437562,重庆爱情感觉
437814,应召女郎1988
437857,Liu yue xin niang
437896,拜倒石榴裙
437897,乌龙济公
438052,星座奇趣录
438063,幽兰在雨中
438081,乘风破浪
438151,啼笑夫妻
438212,情奔
438277,七只狐狸
438279,刀魂
438857,决战食神
436792,Blood of Youth
438934,第一次
438963,早晨再见
439048,Dragon Blood
439063,爱拼才会赢
439130,摇钱树
439131,肉蒲团
439153,野蜜桃
439323,黑火
440051,金钮扣
440062,锁麟囊
440093,庭院深深
440146,小男人周记3之吾家有喜
440211,紫色风雨夜
440216,青春恋歌
440375,欢乐时光
440471,Escape Plan 2: Hades
440678,猪仔出更
440811,Beyond Live 1991
440822,张学友 Private Corner 迷你音乐会
440895,混在北京
440904,Da tou zai
440926,赢家
441075,歌手
441300,王龙
441391,大迫迁
441393,江湖儿女
441487,历代名妓　悲落叶の柳如是
441531,拆弹专家
441543,一对傻鸟
442015,热浪
442020,晨雾
442024,温馨在我心
442061,百厌妹
442083,邪花劫
442086,黑街舞男
442095,江湖悲剧
442116,毒刺
442158,黑色午夜
442165,夜之女
442201,梦的衣裳
442325,八步追魂
442685,疑神疑鬼
442686,青春爱人事件
442690,说好不分手
442982,Ci ke lie zhuan
443065,野性任务
443211,爱我别走
443688,张学友：每天爱你多一些演唱会
443827,学与友93演唱会
443830,95友学友情缘十载台北演唱会
443833,95友学友演唱会
443834,爱与交响曲
443840,友个人99演唱会
443842,张学友903拉阔演唱会
443846,张学友音乐之旅演唱会
444133,Qicai Hubugui
444138,英烈千秋
444185,皇天后土
444191,合约男女
444206,The Collector
444402,燃烧吧，火鸟
444642,带枪过境
444973,Gwaat Mui
445071,Those Who Go To Hell
445799,枪口下的小百合
445940,北极风情画
445942,飘零的雨中花
446142,Lang tzu yi chao
446168,Bruce and Dragon Fist
446352,警网雄风
446794,Rendea-vous of Japanese Kanto
446858,Gold Constables
446945,黑色走廊
447242,奸魔
447344,禁房艳奇
447357,尸蛊艳谭
447359,93夜之女
447366,十三妹
447487,女人面面观
447717,兽心
447729,灰灵
447731,夜半人狼
447753,Gui gan guo yin
447755,Se yu kuang mo
447798,九弯十八转
447811,南北妈打
447821,鬼媒
447872,艳鬼情未子
447952,失眠
443638,Lowell Lo 2050 Live In Hong Kong
443816,LOVE
446533,我爱的是你爱我
446830,救殭清道夫
448102,赌鬼
448434,黑色大亨
448492,东北往事之破马张飞
448603,野性的邂逅
448641,皮箧拉尸
448645,狂蟒凶灵
448651,迷离警界之鬼车
448667,浴室丢尸
448680,Dead Air
448766,性事奇趣录之阉夫
448968,Da Lao Qian
449038,黎明之眼
449096,Gui hou duan hun dao
449329,Hoi sam gui miu ba
449343,The Truth - Final Episode
449349,A Family Affair
449355,群龙夺宝
449369,神行太保
449488,Read Lips
449494,难兄难弟
449495,The Perfect Wife
449505,Beloved Daddy
449509,Affectionately Yours
449525,Lucky Guys
449578,Jin lian hua
449652,原谅他77次
449681,Fascinating Affairs
449698,My Beloved
449702,The Daring Kung Fu Refugee
449707,Lucky Diamond
449715,Ruthless Family
447535,上海王
447954,春娇救志明
449718,Running Mate
449726,我在江湖
449924,Ip Man 4
449927,追龙
449950,惊艳危情
450408,蛇蠍情人
450423,请鬼
450440,殭尸斗巫师
450445,殭尸大闹西门町
450453,纸盒藏尸之公审
450518,午夜招魂
450544,裤甲天下
450547,乌龙贼替身
450613,鬼马功夫
450616,菟丝花
450692,横扫鱼蛋档
450697,越南仔
450838,鬼咁有缘
450844,丑探七个半
450848,大话神探
450854,爱的逃兵
451050,老友鬼上身
451122,脱皮爸爸
451199,Into the Rainbow
451459,危情羔羊
451461,天生绝配
451464,情色
451466,走不出的日子
451469,决战枭雄
451472,老婆万岁
451476,变身契约
451487,化妆师
451489,Atm提款机
451492,香港超人大破摧花党
451495,缘帽唔怕戴
451498,香港屋簷下
451503,大乡里
451565,南海风云
451586,Du ming shuang xiong
451652,飞侠神刀
451653,疯狂杀手
451656,总有一天捉到你
451660,欢乐人生
451671,蔡李佛勇擒色魔
451672,玉面煞星
451675,冷暖青春
451770,一剑香
451774,浪子佳人
451775,天龙堡
451776,聪明太太笨丈夫
451778,得左
451779,蔓莉蔓莉我爱你
451804,独眼侠
451860,Hung Fan Saai Sau
451936,给我一个吻
451937,侠圣
451944,初归新抱
451948,玉女添丁
451949,红花侠盗
451965,The Gentleman's Wager II
452103,游戏规则
452551,The Adventurers
452558,杀破狼·贪狼
452734,一枝光棍走天涯
452738,面懵心精
452742,点只捉贼咁简单
452767,慌失失
452842,Gan'en Suiyue
452400,明月几时有
453658,Huang Fei-hong hu peng fu hu
453660,白娘娘借尸还魂
453662,黄飞鸿被困黑地狱
453667,黄飞鸿擂台斗五虎
453769,黄飞鸿之八大天王
453774,黄飞鸿之少林故事
453777,黄飞鸿之无头将军
453785,黄飞鸿之理想年代
453789,黄飞鸿之辛亥革命
453969,黄飞鸿龙争虎斗
454016,非常婚事
454841,Bu zhun diao tou
455043,荡寇风云
455231,鹰爪手
455237,左右情缘
455392,29+1
455400,Five Kung Fu Daredevil Heroes
455578,黄飞鸿勇破烈火阵
455581,猩猩王大战黄飞鸿
455650,Zombiology: Enjoy Yourself Tonight
455723,Long jia jiang
456621,特技猛龙
456786,创业玩家
456791,海报师：阮大勇的插画艺术
456797,丐世英雄
456798,富贵人间
456815,Lying Hero
457061,Massagist
457332,Ex-Baghdad
457471,妄想症
457970,Dream of a Summertime Lover
457999,The Monkey King: The Legend Begins
458018,"Leung goh nuijen, yat goh leng, yat goh m leng"
458056,陌生人
458119,喜剧王
458165,初一十五
458194,再见英雄
458299,苔痕
458340,Dai ke bo che
458461,鬼琵琶
458475,黄飞鸿虎鹤斗五狼
458476,黄飞鸿拳王争霸
458477,Film ohne Fesseln - Das neue Hongkong Kino
458827,Eastern Heroes: The Video Magazine - Volume 2
458996,Killing Does Not Pay
459153,Yuk lui tim ding
459318,巴士站
459426,999谁是凶手
459489,妳我她
459669,金牌双龙
459816,老虎燕星
460003,秦香莲
460079,两湖十八镖(上集)
460080,两湖十八镖(下集)
460555,红海行动
460623,化骨龙与千年虫
460648,Bleeding Steel
460747,五对佳偶
460787,Heroes Three
460936,叠影追凶
461318,反斗马骝
461322,1/2 次同床
461324,求恋期
461349,愤怒的小孩
461357,嫁到宫中的男人
461365,别爱陌生人
461435,天上的恋人
461578,判决
461760,四个32A和一个香蕉少年
461907,剃头匠
462114,To Love Ferrari
462211,岳飞出世
462213,公主与七小侠
462215,猴子兵华山救驾
462217,小龙女三戏白蛇精
462218,生死关头
462253,武林第一剑
462255,人之初
462259,虹霓关
462278,天剑绝刀
462437,浪子杀手霸王花
462605,抢红
462608,Piao yi xiong jian
462763,逆天者
462765,Fu Bo
462771,慾望之城
462773,Wan bok lut chai
462774,Nan guo feng yun
462777,亡命之逃
462778,Bo Lan Jie ma wang
462779,女男爵
462908,魔鬼教师
462910,上帝之手
462912,邪教档案之末日风暴
462922,Se zi tou shang yi ba dao
463026,误人子弟
463043,金装香蕉俱乐部
463044,陆小凤传奇之凤舞九天
463251,Fung kwong dai lo chin
463255,Tian Shi Kuang Long
463319,Shadow
463652,Shen Quan Ba Tui Zhui Hun Shou
463967,两小无知
464131,全城高考
464511,雄霸四海
464642,千变魔手
464673,在水一方
464846,热浪
465678,摩登童子功
465937,千王1991
465938,情人知己
465941,明日天涯
465992,郭明义
466155,Youth Dinner
466438,鲛珠传
466924,喵星人
467101,Come Across Love
467136,百战保山河
467139,老鼠街
467144,飞行日志
467159,Wen shen nu lang
467464,Karate sabuk hitam
467602,天剑绝刀(大结局)
467610,笑面侠
467619,决斗恶虎岭
467703,小魔侠
467705,四武士
467707,峨嵋霸刀
467717,Suen Fung Kim Haak
468008,彩色青春
468273,黑带恨
468285,Jackie Chan - The Kung Fu Years
468299,Jackie Chan - From Stuntman to Superstar
468308,爆炸令
468713,侠义双雄
468802,Kin chan no Cinema Jack
469674,地狱新娘
470114,24 Hours to Live
470836,Meditation Park
470902,罪加一等
471537,我是处女座
471557,Face to Face
472188,Prince of Broadcasters
472529,烂赌财神
468892,建军大业 - Jiànjūn Dàyè
471843,My Favorite Season
472603,马神
472793,"The Fairy, the Ghost and Ah Chung"
472900,Leopard Hunting
473068,笼里鸡
473163,1998之闯将
473256,破·局
473770,吕四娘闯少林
473842,Da ying jing qing lu ye zhui ji
473920,S.M.A.R.T. Chase
474125,The Golden Monk
474197,高粱地里大麦熟
474420,京城81号II
474656,西厢艳谭
474703,追球追求
475270,越轨行动
475301,谷爆
475330,Sheng ren wu jin zhi wen mi
476102,秋莲
476310,Ze sha ze
476632,真假太太
476819,忍者撞邪
476885,超级班长
477002,雁儿在林梢
477430,赤子心浪子情
477579,Dak ging 90 II - Zi mong meng tin ngaai
477679,女朋友
477682,Qing qing cao yuan shang
477932,一蚊鸡保镖
478219,滚女揾老衬
478270,越柙飞龙
478273,越柙飞龙 II 虎穴潜龙
478275,警花肉搏强奸党
478282,富贵狂花
478286,一线生机
478290,还是觉得你最好
478291,废话小说
478315,改正归邪
478316,顺其自然
478319,社团之撚位
478798,风林火山
478804,血观音
478880,Yu long yin
478887,剑魂
478954,Gui pi
478956,Xue ying hong deng
478984,jiang shi dao zhang I
479272,Color of the Game
479733,狗仔大佬
479951,Fist of Fury
480691,Bai jia zai
481019,砚床
481027,暖冬
481106,甘联珠大破红莲寺
481207,理发师
481219,菊花茶
481224,花儿怒放
481253,Jian ren shi jia
481275,凤凰
481299,洪门三柱香
481308,萧声震武林
481340,Hu hwa ling
481350,血酒后街
481394,七侠八义
481464,传奇方世玉
481479,Shuang la
481508,葵花圣女
481617,绝对情感
481913,Yue meng long niao meng long
482049,小武士
474442,西谎极落: 太爆?太子?太空舱
475136,莫欺少年穷
482073,红草滩之刀神
482236,怪异集之你回来吧!
482242,Di yu lai ke
482244,迷离档案之游戏阴阳界
482245,魔由心生
482257,Xiang jiao jing qi an
482265,黑蜈蚣
482271,黑色星期五
482274,Hei mu
482275,黑色迷墙
482283,龙虎豹
482352,围村有野搅搅震
482359,真凶
482368,999 24 xiao shi ming an
482370,神秘的凶手?
482374,Si wang jiao zhi ye
482377,愿嫁鬼新郎
482491,方便面时代
482565,Yao nu dou shi gong
482637,Yue yi xing xie
482648,楚留香与胡铁花
483043,Shou xing di yu nu
483088,Xiang Gang Ai man niu
483089,七重天
483091,Wu long Q wang
483093,Chu ce
483213,做头
483285,You ling wang zi
483291,Yin yang lu
483386,Bi yan mo nu
483412,Long wei fu zi
483469,Tian guan ci fu
483590,夜迷情
483644,Xue ran ye mu dan
483660,千里单骑追凶
483744,手指拗出
483745,死穴拳
483746,玉面蜘蛛
483788,雨夜惊魂
483814,包公夜审行尸
483837,小鬼奇兵
483838,助念新星
483898,50 Greatest Harry Potter Moments
484122,虎豹小子
484257,角色于我
484325,Mi li jig jie zhi: Lan gui fang
484330,不寒而栗
484370,鬼妈妈
484371,面青青有排惊
484375,Get Action
484523,地下赌王
484535,鬼味人间II：鬼屋幻影
484997,仙球大战
485012,Fatal Command
485036,Nu wang feng fu qiao
485065,天地双腿
485075,五虎摧花
485130,Jinshan dashao
485170,天使风云
485179,第三种温暖
485188,兰陵王
485253,小李飞刀
485262,第一剑
485264,不共戴天
485272,天煞孤星
485342,终身大事
485430,一斗忠烈
485446,目中无人
485449,将邪神剑
485638,Rush Hour 4
485825,小霸王
485931,Kai Fa Qu Sha Ren Shi Jian
486154,大佬
486284,以青春的名义
486610,铁金刚海空夺宝
486898,地球最后的夜晚
486963,摩登龙争虎斗
486987,影迷公主
487117,Gong Shou Dao
487596,周华健 今天唱什么台北演唱会 2015
482408,Harry Potter - A History Of Magic
482590,相爱相亲
484290,常在你左右
488928,Li Kui chuan qi
488953,回到被爱的每一天
489091,Jian yu feng yun zhi shao nian fan
489195,大密探
489313,Memoirs in China
489356,牛兄牛弟
489376,美丽大学
489616,岁月友情演唱会
490214,Bing Feng : Yong Heng Zhi Men
490297,天神剑女之石头记
490424,Bruce Vs. Bill
490464,Treasure of Bruce Le
490761,魔鬼天使
491239,Vengeance
491305,Dead Pigs
491322,流氓师表
491354,猛龙突击
491602,Wo de 1919
491920,浪漫搭档
491937,妖铃铃
492794,职业大贼
492851,新永不消逝的电波
493203,Eastern Heroes: The Video Magazine - Volume 1
493226,Jackie Chan's Global Friendship Tour
493642,难得有情郎
493705,岁月友情演唱会
488932,二次初恋
488957,少年
492101,New Jin Ping Mei I
492104,New Jin Ping Mei II
492105,New Jin Ping Mei III
492106,New Jin Ping Mei IV
492108,New Jin Ping Mei V
